CVE-1999-0199,CWE-252
CVE-2023-33568,CWE-552
CVE-2023-33658,CWE-787
CVE-2023-3393,CWE-94
CVE-2023-3394,CWE-384
CVE-2023-33955,NVD-CWE-noinfo
CVE-2023-33956,CWE-639
CVE-2023-33957,CWE-400
CVE-2023-33962,CWE-79
CVE-2023-33964,NVD-CWE-noinfo
CVE-2023-33965,CWE-78
CVE-2023-33967,CWE-89
CVE-2023-33968,CWE-862
CVE-2023-33969,CWE-79
CVE-2023-33970,CWE-862
CVE-2023-33973,CWE-476
CVE-2023-33974,CWE-362
CVE-2023-33975,CWE-787
CVE-2023-33977,CWE-79
CVE-2023-33979,CWE-200
CVE-2023-3398,CWE-400
CVE-2023-34092,CWE-706
CVE-2023-34093,CWE-200
CVE-2023-34094,CWE-306
CVE-2023-34095,CWE-121
CVE-2023-34097,CWE-532
CVE-2023-34098,CWE-200
CVE-2023-34099,CWE-754
CVE-2023-34102,CWE-470
CVE-2023-34103,CWE-79
CVE-2023-34104,CWE-1333
CVE-2023-34105,CWE-77
CVE-2023-34108,NVD-CWE-noinfo
CVE-2023-34109,CWE-400
CVE-2023-34110,CWE-209
CVE-2023-34188,NVD-CWE-Other
CVE-2023-3423,CWE-521
CVE-2023-34231,CWE-77
CVE-2023-34232,CWE-77
CVE-2023-34233,CWE-77
CVE-2023-34234,NVD-CWE-noinfo
CVE-2023-34236,CWE-200
CVE-2023-34237,NVD-CWE-noinfo
CVE-2023-34241,CWE-416
CVE-2023-34245,CWE-79
CVE-2023-34251,CWE-94
CVE-2023-34252,CWE-94
CVE-2023-34253,CWE-94
CVE-2023-3431,CWE-284
CVE-2023-3432,CWE-918
CVE-2023-3439,CWE-416
CVE-2023-34411,CWE-611
CVE-2023-34446,CWE-79
CVE-2023-34447,CWE-79
CVE-2023-34448,CWE-94
CVE-2023-34449,CWE-253
CVE-2023-34449,CWE-754
CVE-2023-3445,CWE-79
CVE-2023-34453,CWE-190
CVE-2023-34454,CWE-190
CVE-2023-34455,CWE-770
CVE-2023-34457,CWE-20
CVE-2023-34458,NVD-CWE-noinfo
CVE-2023-34460,CWE-285
CVE-2023-34462,CWE-400
CVE-2023-34464,CWE-79
CVE-2023-34465,CWE-269
CVE-2023-34467,CWE-668
CVE-2023-34474,CWE-787
CVE-2023-34475,CWE-416
CVE-2023-34634,NVD-CWE-noinfo
CVE-2023-3469,CWE-79
CVE-2023-34795,CWE-416
CVE-2023-3490,CWE-89
CVE-2023-3491,CWE-434
CVE-2023-3493,CWE-1236
CVE-2023-3515,CWE-601
CVE-2023-35150,CWE-94
CVE-2023-35151,CWE-668
CVE-2023-35152,CWE-94
CVE-2023-35153,CWE-79
CVE-2023-35156,CWE-79
CVE-2023-35157,CWE-79
CVE-2023-35158,CWE-87
CVE-2023-35159,CWE-79
CVE-2023-35160,CWE-79
CVE-2023-35161,CWE-79
CVE-2023-35162,CWE-79
CVE-2023-35163,CWE-20
CVE-2023-35166,NVD-CWE-noinfo
CVE-2023-35167,CWE-284
CVE-2023-3520,CWE-614
CVE-2023-3521,CWE-79
CVE-2023-3523,CWE-125
CVE-2023-3531,CWE-79
CVE-2023-3532,CWE-79
CVE-2023-3551,CWE-94
CVE-2023-3552,CWE-116
CVE-2023-3553,CWE-200
CVE-2023-3565,CWE-79
CVE-2023-3568,CWE-601
CVE-2023-3574,NVD-CWE-Other
CVE-2023-35784,CWE-415
CVE-2023-35784,CWE-416
CVE-2023-3580,NVD-CWE-Other
CVE-2023-35840,CWE-22
CVE-2023-35844,CWE-22
CVE-2023-35846,NVD-CWE-noinfo
CVE-2023-35847,CWE-908
CVE-2023-35849,CWE-754
CVE-2023-35926,CWE-94
CVE-2023-35929,CWE-79
CVE-2023-35931,CWE-526
CVE-2023-35933,CWE-835
CVE-2023-35934,CWE-200
CVE-2023-35938,CWE-281
CVE-2023-35946,CWE-22
CVE-2023-35947,CWE-22
CVE-2023-36054,CWE-824
CVE-2023-36184,CWE-787
CVE-2023-3620,CWE-79
CVE-2023-36260,CWE-74
CVE-2023-3627,CWE-352
CVE-2023-36321,CWE-120
CVE-2023-36326,CWE-190
CVE-2023-36327,CWE-190
CVE-2023-3635,CWE-681
CVE-2023-36459,CWE-79
CVE-2023-36460,CWE-22
CVE-2023-36461,CWE-770
CVE-2023-36462,NVD-CWE-noinfo
CVE-2023-36463,CWE-79
CVE-2023-36468,CWE-459
CVE-2023-36469,CWE-74
CVE-2023-36470,CWE-74
CVE-2023-36471,CWE-79
CVE-2023-36475,CWE-1321
CVE-2023-36477,CWE-79
CVE-2023-36480,CWE-502
CVE-2023-36665,CWE-1321
CVE-2023-36666,CWE-79
CVE-2023-3668,CWE-116
CVE-2023-3672,CWE-79
CVE-2023-3673,CWE-89
CVE-2023-3674,NVD-CWE-Other
CVE-2023-36806,CWE-79
CVE-2023-36811,CWE-347
CVE-2023-36812,CWE-74
CVE-2023-36813,CWE-89
CVE-2023-36814,CWE-770
CVE-2023-36818,NVD-CWE-noinfo
CVE-2023-36820,CWE-284
CVE-2023-36823,CWE-79
CVE-2023-36826,CWE-863
CVE-2023-36827,CWE-22
CVE-2023-36828,CWE-79
CVE-2023-36829,CWE-697
CVE-2023-3696,CWE-1321
CVE-2023-3700,CWE-639
CVE-2023-37185,CWE-476
CVE-2023-37186,CWE-476
CVE-2023-37187,CWE-476
CVE-2023-37188,CWE-476
CVE-2023-37259,CWE-79
CVE-2023-37261,CWE-918
CVE-2023-37262,CWE-918
CVE-2023-37265,CWE-306
CVE-2023-37266,CWE-287
CVE-2023-37267,NVD-CWE-noinfo
CVE-2023-37268,CWE-287
CVE-2023-37269,CWE-79
CVE-2023-37270,CWE-89
CVE-2023-37271,CWE-913
CVE-2023-37277,CWE-352
CVE-2023-37280,CWE-79
CVE-2023-37298,CWE-79
CVE-2023-37299,CWE-79
CVE-2023-37306,CWE-209
CVE-2023-37307,CWE-79
CVE-2023-37378,NVD-CWE-noinfo
CVE-2023-3745,CWE-787
CVE-2023-37457,CWE-120
CVE-2023-37460,CWE-22
CVE-2023-37460,CWE-61
CVE-2023-37462,CWE-74
CVE-2023-37462,CWE-95
CVE-2023-37464,CWE-327
CVE-2023-37467,CWE-79
CVE-2023-37468,CWE-312
CVE-2023-37469,CWE-77
CVE-2023-37471,CWE-287
CVE-2023-37473,CWE-74
CVE-2023-37474,CWE-22
CVE-2023-37475,CWE-400
CVE-2023-37476,CWE-22
CVE-2023-37477,CWE-78
CVE-2023-37480,CWE-400
CVE-2023-37481,CWE-400
CVE-2023-37623,CWE-79
CVE-2023-37624,CWE-601
CVE-2023-3765,CWE-36
CVE-2023-37897,CWE-393
CVE-2023-37897,CWE-74
CVE-2023-37901,CWE-79
CVE-2023-37902,CWE-252
CVE-2023-37904,CWE-362
CVE-2023-37905,CWE-79
CVE-2023-37906,CWE-770
CVE-2023-37907,CWE-269
CVE-2023-37908,CWE-79
CVE-2023-37909,CWE-94
CVE-2023-37910,CWE-862
CVE-2023-37911,CWE-668
CVE-2023-37912,NVD-CWE-noinfo
CVE-2023-37913,CWE-22
CVE-2023-37914,CWE-94
CVE-2023-37918,CWE-287
CVE-2023-37920,CWE-345
CVE-2023-3819,CWE-200
CVE-2023-3820,CWE-89
CVE-2023-38201,NVD-CWE-noinfo
CVE-2023-3821,CWE-79
CVE-2023-3822,CWE-79
CVE-2023-38403,CWE-190
CVE-2023-38408,CWE-428
CVE-2023-38488,CWE-863
CVE-2023-38489,CWE-613
CVE-2023-38490,CWE-611
CVE-2023-38490,CWE-776
CVE-2023-38491,CWE-79
CVE-2023-38492,CWE-770
CVE-2023-38497,CWE-278
CVE-2023-38498,CWE-770
CVE-2023-38500,CWE-79
CVE-2023-38501,CWE-79
CVE-2023-38504,NVD-CWE-noinfo
CVE-2023-38505,CWE-667
CVE-2023-38508,CWE-862
CVE-2023-38509,CWE-402
CVE-2023-38510,CWE-862
CVE-2023-38511,NVD-CWE-noinfo
CVE-2023-3852,CWE-434
CVE-2023-3863,CWE-416
CVE-2023-38684,CWE-770
CVE-2023-38685,NVD-CWE-noinfo
CVE-2023-38686,CWE-295
CVE-2023-38688,CWE-311
CVE-2023-38689,CWE-502
CVE-2023-38690,CWE-20
CVE-2023-38690,CWE-77
CVE-2023-38691,CWE-287
CVE-2023-38695,CWE-22
CVE-2023-38697,CWE-444
CVE-2023-38698,CWE-190
CVE-2023-38699,CWE-311
CVE-2023-38700,NVD-CWE-noinfo
CVE-2023-38703,CWE-416
CVE-2023-38704,NVD-CWE-noinfo
CVE-2023-38708,CWE-22
CVE-2023-38745,NVD-CWE-noinfo
CVE-2023-38997,CWE-22
CVE-2023-38998,CWE-601
CVE-2023-38999,CWE-352
CVE-2023-39000,CWE-79
CVE-2023-39001,CWE-77
CVE-2023-39002,CWE-79
CVE-2023-39006,CWE-79
CVE-2023-39007,CWE-79
CVE-2023-39008,CWE-77
CVE-2023-39150,NVD-CWE-noinfo
CVE-2023-39343,CWE-204
CVE-2023-39346,CWE-434
CVE-2023-39349,CWE-284
CVE-2023-39349,CWE-287
CVE-2023-39350,CWE-191
CVE-2023-39354,CWE-125
CVE-2023-39355,CWE-416
CVE-2023-39517,NVD-CWE-noinfo
CVE-2023-39518,CWE-79
CVE-2023-39520,CWE-269
CVE-2023-39521,CWE-79
CVE-2023-39522,CWE-203
CVE-2023-39523,CWE-77
CVE-2023-39524,CWE-89
CVE-2023-39525,CWE-22
CVE-2023-39526,CWE-89
CVE-2023-39527,CWE-116
CVE-2023-39527,CWE-79
CVE-2023-39528,CWE-22
CVE-2023-39529,NVD-CWE-noinfo
CVE-2023-39530,CWE-20
CVE-2023-39532,NVD-CWE-noinfo
CVE-2023-39533,CWE-770
CVE-2023-39612,CWE-79
CVE-2023-3973,CWE-79
CVE-2023-3974,CWE-78
CVE-2023-3975,CWE-78
CVE-2023-39968,CWE-601
CVE-2023-39969,CWE-347
CVE-2023-39975,CWE-415
CVE-2023-39976,CWE-120
CVE-2023-39978,CWE-401
CVE-2023-40012,CWE-325
CVE-2023-40012,CWE-347
CVE-2023-40013,CWE-79
CVE-2023-40014,CWE-116
CVE-2023-40017,CWE-918
CVE-2023-40020,CWE-287
CVE-2023-40021,CWE-203
CVE-2023-40022,CWE-190
CVE-2023-40025,CWE-613
CVE-2023-40027,CWE-862
CVE-2023-40028,CWE-59
CVE-2023-40029,CWE-532
CVE-2023-40030,CWE-79
CVE-2023-40032,CWE-476
CVE-2023-40033,CWE-918
CVE-2023-40034,NVD-CWE-noinfo
CVE-2023-40035,CWE-74
CVE-2023-4005,CWE-613
CVE-2023-4006,CWE-1236
CVE-2023-4007,CWE-79
CVE-2023-40165,NVD-CWE-noinfo
CVE-2023-40168,CWE-863
CVE-2023-40170,CWE-284
CVE-2023-40170,CWE-306
CVE-2023-40172,CWE-352
CVE-2023-40173,CWE-522
CVE-2023-40174,CWE-613
CVE-2023-40175,CWE-444
CVE-2023-40176,CWE-79
CVE-2023-40177,CWE-94
CVE-2023-40178,CWE-613
CVE-2023-40180,CWE-400
CVE-2023-40183,CWE-434
CVE-2023-40184,CWE-755
CVE-2023-40185,CWE-150
CVE-2023-40216,CWE-862
CVE-2023-40224,CWE-79
CVE-2023-40225,CWE-444
CVE-2023-40235,NVD-CWE-noinfo
CVE-2023-40267,NVD-CWE-noinfo
CVE-2023-40283,CWE-416
CVE-2023-4033,CWE-78
CVE-2023-40570,NVD-CWE-noinfo
CVE-2023-40572,CWE-352
CVE-2023-40573,NVD-CWE-noinfo
CVE-2023-40580,NVD-CWE-noinfo
CVE-2023-40581,CWE-78
CVE-2023-40582,CWE-78
CVE-2023-40584,CWE-400
CVE-2023-40585,CWE-306
CVE-2023-40586,NVD-CWE-noinfo
CVE-2023-40587,CWE-22
CVE-2023-40589,CWE-120
CVE-2023-40743,CWE-20
CVE-2023-40828,CWE-22
CVE-2023-40954,CWE-89
CVE-2023-41034,CWE-611
CVE-2023-41036,CWE-269
CVE-2023-41037,CWE-347
CVE-2023-41039,CWE-74
CVE-2023-41046,CWE-862
CVE-2023-41047,CWE-1336
CVE-2023-41048,CWE-79
CVE-2023-41049,CWE-79
CVE-2023-41050,CWE-200
CVE-2023-41051,CWE-125
CVE-2023-41058,CWE-670
CVE-2023-41098,CWE-79
CVE-2023-41101,CWE-787
CVE-2023-41102,CWE-401
CVE-2023-4124,CWE-862
CVE-2023-4125,CWE-521
CVE-2023-4126,CWE-613
CVE-2023-4127,CWE-366
CVE-2023-41316,CWE-20
CVE-2023-41316,CWE-79
CVE-2023-41317,CWE-755
CVE-2023-41318,CWE-79
CVE-2023-41319,CWE-693
CVE-2023-41319,CWE-94
CVE-2023-41325,CWE-415
CVE-2023-41330,CWE-502
CVE-2023-41334,NVD-CWE-noinfo
CVE-2023-41336,CWE-20
CVE-2023-41337,CWE-347
CVE-2023-41338,CWE-670
CVE-2023-41362,CWE-94
CVE-2023-41363,NVD-CWE-noinfo
CVE-2023-4138,CWE-770
CVE-2023-41419,NVD-CWE-noinfo
CVE-2023-4145,CWE-79
CVE-2023-41580,CWE-74
CVE-2023-4187,CWE-79
CVE-2023-41878,CWE-798
CVE-2023-41879,CWE-330
CVE-2023-4188,CWE-89
CVE-2023-41880,CWE-193
CVE-2023-41885,CWE-203
CVE-2023-41886,CWE-89
CVE-2023-4189,CWE-79
CVE-2023-41891,CWE-89
CVE-2023-41892,CWE-94
CVE-2023-41908,CWE-862
CVE-2023-41910,CWE-125
CVE-2023-4195,CWE-98
CVE-2023-4196,CWE-79
CVE-2023-4197,CWE-74
CVE-2023-4198,CWE-862
CVE-2023-4218,CWE-611
CVE-2023-42282,CWE-918
CVE-2023-42374,NVD-CWE-noinfo
CVE-2023-42439,CWE-918
CVE-2023-42441,CWE-667
CVE-2023-42444,CWE-1284
CVE-2023-42448,CWE-1284
CVE-2023-42450,CWE-113
CVE-2023-42450,CWE-918
CVE-2023-42451,CWE-706
CVE-2023-42452,CWE-79
CVE-2023-42456,CWE-22
CVE-2023-42456,CWE-23
CVE-2023-42457,CWE-770
CVE-2023-42458,CWE-79
CVE-2023-42458,CWE-80
CVE-2023-42465,NVD-CWE-noinfo
CVE-2023-4255,CWE-787
CVE-2023-42799,CWE-120
CVE-2023-42800,CWE-120
CVE-2023-42801,CWE-120
CVE-2023-42809,CWE-502
CVE-2023-42810,CWE-77
CVE-2023-42813,NVD-CWE-noinfo
CVE-2023-42814,NVD-CWE-noinfo
CVE-2023-42815,NVD-CWE-noinfo
CVE-2023-42816,NVD-CWE-noinfo
CVE-2023-42817,CWE-79
CVE-2023-42821,CWE-125
CVE-2023-42822,CWE-125
CVE-2023-4304,NVD-CWE-noinfo
CVE-2023-4321,CWE-79
CVE-2023-4322,CWE-787
CVE-2023-43256,CWE-22
CVE-2023-43320,NVD-CWE-noinfo
CVE-2023-43364,CWE-74
CVE-2023-4347,CWE-79
CVE-2023-43640,CWE-89
CVE-2023-43641,CWE-787
CVE-2023-43642,CWE-770
CVE-2023-43645,CWE-835
CVE-2023-43646,CWE-1333
CVE-2023-43646,CWE-400
CVE-2023-43655,CWE-74
CVE-2023-43656,NVD-CWE-noinfo
CVE-2023-43657,CWE-79
CVE-2023-43658,CWE-79
CVE-2023-43660,CWE-347
CVE-2023-43661,CWE-74
CVE-2023-43662,CWE-22
CVE-2023-43663,CWE-269
CVE-2023-43664,CWE-269
CVE-2023-43669,NVD-CWE-noinfo
CVE-2023-4372,CWE-79
CVE-2023-43771,CWE-400
CVE-2023-43790,NVD-CWE-noinfo
CVE-2023-43791,CWE-200
CVE-2023-43793,CWE-287
CVE-2023-43796,NVD-CWE-noinfo
CVE-2023-43797,CWE-79
CVE-2023-43804,CWE-200
CVE-2023-43805,CWE-287
CVE-2023-43809,CWE-287
CVE-2023-4381,NVD-CWE-Other
CVE-2023-43810,CWE-400
CVE-2023-43813,CWE-89
CVE-2023-4385,CWE-476
CVE-2023-4387,CWE-416
CVE-2023-43887,CWE-120
CVE-2023-4395,CWE-79
CVE-2023-4422,CWE-79
CVE-2023-44270,CWE-74
CVE-2023-44271,CWE-770
CVE-2023-44275,CWE-79
CVE-2023-44276,CWE-79
CVE-2023-4432,CWE-79
CVE-2023-4433,CWE-79
CVE-2023-4434,CWE-862
CVE-2023-4435,CWE-20
CVE-2023-44378,CWE-191
CVE-2023-44378,CWE-697
CVE-2023-44379,NVD-CWE-noinfo
CVE-2023-44383,CWE-79
CVE-2023-44384,CWE-918
CVE-2023-44386,CWE-231
CVE-2023-44386,CWE-617
CVE-2023-44386,CWE-696
CVE-2023-44389,CWE-79
CVE-2023-44390,CWE-79
CVE-2023-44392,CWE-502
CVE-2023-44392,CWE-94
CVE-2023-44393,CWE-79
CVE-2023-44393,CWE-80
CVE-2023-44394,CWE-668
CVE-2023-44396,NVD-CWE-noinfo
CVE-2023-44400,CWE-384
CVE-2023-44451,NVD-CWE-noinfo
CVE-2023-44452,NVD-CWE-noinfo
CVE-2023-44466,CWE-120
CVE-2023-44467,NVD-CWE-noinfo
CVE-2023-4448,CWE-640
CVE-2023-44487,CWE-400
CVE-2023-44488,CWE-755
CVE-2023-4451,CWE-79
CVE-2023-4453,CWE-79
CVE-2023-4454,CWE-352
CVE-2023-4455,CWE-352
CVE-2023-4459,CWE-476
CVE-2023-44796,CWE-79
CVE-2023-4508,CWE-824
CVE-2023-45128,CWE-20
CVE-2023-45128,CWE-352
CVE-2023-45128,CWE-565
CVE-2023-45128,CWE-807
CVE-2023-45130,CWE-770
CVE-2023-45132,NVD-CWE-noinfo
CVE-2023-45133,CWE-697
CVE-2023-45134,CWE-79
CVE-2023-45136,CWE-79
CVE-2023-45137,CWE-79
CVE-2023-45138,CWE-79
CVE-2023-45139,CWE-611
CVE-2023-45143,CWE-200
CVE-2023-45144,CWE-79
CVE-2023-45145,CWE-668
CVE-2023-45152,CWE-918
CVE-2023-4517,CWE-79
CVE-2023-45197,CWE-434
CVE-2023-45286,CWE-362
CVE-2023-45292,CWE-345
CVE-2023-4535,CWE-125
CVE-2023-4540,CWE-755
CVE-2023-45659,CWE-613
CVE-2023-45669,CWE-287
CVE-2023-45683,CWE-79
CVE-2023-45803,CWE-200
CVE-2023-45805,NVD-CWE-noinfo
CVE-2023-45806,CWE-1333
CVE-2023-45808,NVD-CWE-noinfo
CVE-2023-45811,CWE-1321
CVE-2023-45813,CWE-1333
CVE-2023-45814,CWE-772
CVE-2023-45816,CWE-200
CVE-2023-45820,CWE-755
CVE-2023-45826,CWE-89
CVE-2023-45827,CWE-1321
CVE-2023-45897,CWE-125
CVE-2023-45898,CWE-416
CVE-2023-45957,CWE-79
CVE-2023-45958,CWE-79
CVE-2023-46001,CWE-120
CVE-2023-46046,NVD-CWE-noinfo
CVE-2023-46116,NVD-CWE-noinfo
CVE-2023-46117,CWE-78
CVE-2023-46119,CWE-22
CVE-2023-46120,CWE-400
CVE-2023-46121,CWE-444
CVE-2023-46122,CWE-22
CVE-2023-46128,CWE-312
CVE-2023-46130,CWE-770
CVE-2023-46133,CWE-327
CVE-2023-46134,NVD-CWE-noinfo
CVE-2023-46136,CWE-787
CVE-2023-46138,CWE-640
CVE-2023-46139,CWE-863
CVE-2023-46228,CWE-190
CVE-2023-46229,CWE-918
CVE-2023-46232,NVD-CWE-noinfo
CVE-2023-46233,CWE-327
CVE-2023-46234,CWE-347
CVE-2023-46236,CWE-918
CVE-2023-46237,CWE-22
CVE-2023-4624,CWE-918
CVE-2023-46240,CWE-209
CVE-2023-46241,NVD-CWE-noinfo
CVE-2023-46242,CWE-352
CVE-2023-46243,CWE-94
CVE-2023-46244,CWE-863
CVE-2023-46245,NVD-CWE-Other
CVE-2023-46246,CWE-190
CVE-2023-46246,CWE-416
CVE-2023-46247,CWE-193
CVE-2023-46247,CWE-682
CVE-2023-46249,CWE-306
CVE-2023-46250,CWE-835
CVE-2023-46251,CWE-79
CVE-2023-46254,NVD-CWE-noinfo
CVE-2023-46255,CWE-532
CVE-2023-46300,CWE-116
CVE-2023-46301,CWE-116
CVE-2023-46343,CWE-476
CVE-2023-46404,NVD-CWE-noinfo
CVE-2023-46407,CWE-125
CVE-2023-46448,CWE-79
CVE-2023-4649,CWE-384
CVE-2023-4650,CWE-284
CVE-2023-46502,CWE-611
CVE-2023-4651,CWE-918
CVE-2023-4652,CWE-79
CVE-2023-4653,CWE-79
CVE-2023-4654,CWE-614
CVE-2023-4655,CWE-79
CVE-2023-46575,CWE-89
CVE-2023-46722,CWE-79
CVE-2023-46724,CWE-295
CVE-2023-46725,CWE-367
CVE-2023-46725,CWE-918
CVE-2023-46726,CWE-74
CVE-2023-46727,CWE-89
CVE-2023-46728,CWE-476
CVE-2023-46729,CWE-918
CVE-2023-46730,CWE-918
CVE-2023-46731,CWE-94
CVE-2023-46732,CWE-79
CVE-2023-46733,CWE-384
CVE-2023-46734,CWE-79
CVE-2023-46735,CWE-79
CVE-2023-46736,CWE-918
CVE-2023-46737,CWE-835
CVE-2023-46738,CWE-770
CVE-2023-46739,CWE-203
CVE-2023-46740,CWE-330
CVE-2023-46741,NVD-CWE-noinfo
CVE-2023-46746,CWE-918
CVE-2023-4678,CWE-369
CVE-2023-4681,CWE-476
CVE-2023-4682,CWE-122
CVE-2023-4683,CWE-476
CVE-2023-46852,CWE-120
CVE-2023-46853,CWE-193
CVE-2023-46862,CWE-476
CVE-2023-46927,CWE-787
CVE-2023-46928,NVD-CWE-noinfo
CVE-2023-46929,NVD-CWE-noinfo
CVE-2023-46930,NVD-CWE-noinfo
CVE-2023-46931,CWE-787
CVE-2023-46944,NVD-CWE-noinfo
CVE-2023-4696,CWE-284
CVE-2023-4697,CWE-269
CVE-2023-4698,CWE-20
CVE-2023-47016,CWE-787
CVE-2023-4704,CWE-610
CVE-2023-47100,CWE-755
CVE-2023-47108,CWE-770
CVE-2023-47109,NVD-CWE-noinfo
CVE-2023-47111,CWE-362
CVE-2023-47114,CWE-79
CVE-2023-47115,CWE-79
CVE-2023-47116,CWE-918
CVE-2023-47119,CWE-79
CVE-2023-47120,CWE-770
CVE-2023-47121,CWE-918
CVE-2023-47122,CWE-347
CVE-2023-47123,NVD-CWE-noinfo
CVE-2023-47125,CWE-79
CVE-2023-47126,NVD-CWE-noinfo
CVE-2023-47127,CWE-287
CVE-2023-47128,CWE-89
CVE-2023-47129,CWE-434
CVE-2023-47130,CWE-502
CVE-2023-47163,CWE-674
CVE-2023-4720,CWE-1077
CVE-2023-4721,CWE-125
CVE-2023-4722,CWE-190
CVE-2023-47248,CWE-502
CVE-2023-4733,CWE-416
CVE-2023-4734,CWE-190
CVE-2023-4735,CWE-787
CVE-2023-47350,CWE-352
CVE-2023-4736,CWE-426
CVE-2023-47379,CWE-79
CVE-2023-4738,CWE-787
CVE-2023-47470,CWE-787
CVE-2023-47471,CWE-120
CVE-2023-4750,CWE-416
CVE-2023-4751,CWE-122
CVE-2023-4752,CWE-416
CVE-2023-4754,CWE-787
CVE-2023-4755,CWE-416
CVE-2023-4756,CWE-787
CVE-2023-4758,CWE-125
CVE-2023-47621,CWE-434
CVE-2023-47622,NVD-CWE-noinfo
CVE-2023-47625,CWE-120
CVE-2023-47631,CWE-345
CVE-2023-47635,NVD-CWE-noinfo
CVE-2023-47636,CWE-209
CVE-2023-47637,CWE-89
CVE-2023-47641,CWE-444
CVE-2023-47643,NVD-CWE-noinfo
CVE-2023-4778,CWE-125
CVE-2023-4781,CWE-122
CVE-2023-48011,CWE-416
CVE-2023-48013,CWE-415
CVE-2023-48014,CWE-787
CVE-2023-48104,CWE-79
CVE-2023-48123,NVD-CWE-noinfo
CVE-2023-4815,CWE-306
CVE-2023-48183,NVD-CWE-noinfo
CVE-2023-48217,CWE-434
CVE-2023-48218,CWE-863
CVE-2023-48220,NVD-CWE-noinfo
CVE-2023-48221,CWE-134
CVE-2023-48228,CWE-287
CVE-2023-48230,CWE-787
CVE-2023-48231,CWE-416
CVE-2023-48232,CWE-755
CVE-2023-48233,CWE-190
CVE-2023-48234,CWE-190
CVE-2023-48235,CWE-190
CVE-2023-48236,CWE-190
CVE-2023-48237,CWE-190
CVE-2023-48240,CWE-918
CVE-2023-48241,NVD-CWE-noinfo
CVE-2023-4829,CWE-79
CVE-2023-48292,CWE-352
CVE-2023-48293,CWE-352
CVE-2023-48294,NVD-CWE-noinfo
CVE-2023-48295,CWE-79
CVE-2023-48296,NVD-CWE-noinfo
CVE-2023-48299,CWE-22
CVE-2023-48300,CWE-79
CVE-2023-48310,CWE-20
CVE-2023-48311,NVD-CWE-noinfo
CVE-2023-48312,CWE-287
CVE-2023-4863,CWE-787
CVE-2023-48655,NVD-CWE-noinfo
CVE-2023-48656,NVD-CWE-noinfo
CVE-2023-48657,NVD-CWE-noinfo
CVE-2023-48658,NVD-CWE-noinfo
CVE-2023-48659,NVD-CWE-noinfo
CVE-2023-48699,CWE-94
CVE-2023-48705,CWE-79
CVE-2023-48706,CWE-416
CVE-2023-48707,CWE-312
CVE-2023-48708,CWE-532
CVE-2023-48709,NVD-CWE-noinfo
CVE-2023-48710,NVD-CWE-noinfo
CVE-2023-48711,CWE-918
CVE-2023-48712,CWE-863
CVE-2023-48713,NVD-CWE-noinfo
CVE-2023-48715,CWE-79
CVE-2023-4876,NVD-CWE-noinfo
CVE-2023-4877,NVD-CWE-noinfo
CVE-2023-4878,CWE-918
CVE-2023-4879,CWE-79
CVE-2023-48795,CWE-354
CVE-2023-4897,CWE-23
CVE-2023-4898,NVD-CWE-Other
CVE-2023-4899,CWE-89
CVE-2023-49006,CWE-352
CVE-2023-49062,CWE-665
CVE-2023-49075,CWE-308
CVE-2023-49076,CWE-352
CVE-2023-49080,CWE-209
CVE-2023-49081,NVD-CWE-Other
CVE-2023-49082,CWE-20
CVE-2023-49082,CWE-93
CVE-2023-49086,CWE-79
CVE-2023-49087,CWE-345
CVE-2023-49090,CWE-79
CVE-2023-49094,CWE-918
CVE-2023-49095,CWE-20
CVE-2023-49098,CWE-284
CVE-2023-49099,CWE-284
CVE-2023-4913,CWE-79
CVE-2023-4914,CWE-22
CVE-2023-49146,CWE-79
CVE-2023-49208,CWE-120
CVE-2023-49276,CWE-79
CVE-2023-49277,CWE-79
CVE-2023-4928,CWE-89
CVE-2023-49280,CWE-522
CVE-2023-49281,CWE-601
CVE-2023-49284,CWE-436
CVE-2023-49289,CWE-79
CVE-2023-49290,CWE-400
CVE-2023-49291,NVD-CWE-noinfo
CVE-2023-49292,NVD-CWE-noinfo
CVE-2023-49294,CWE-22
CVE-2023-49296,CWE-79
CVE-2023-49297,CWE-502
CVE-2023-49316,CWE-834
CVE-2023-49337,NVD-CWE-noinfo
CVE-2023-49508,NVD-CWE-noinfo
CVE-2023-4977,CWE-94
CVE-2023-4978,CWE-79
CVE-2023-49781,NVD-CWE-noinfo
CVE-2023-49786,CWE-362
CVE-2023-4979,CWE-79
CVE-2023-49793,CWE-22
CVE-2023-49795,CWE-918
CVE-2023-49796,NVD-CWE-noinfo
CVE-2023-4980,CWE-79
CVE-2023-49801,CWE-22
CVE-2023-49802,CWE-79
CVE-2023-49803,CWE-346
CVE-2023-49804,CWE-384
CVE-2023-49805,CWE-346
CVE-2023-4981,CWE-79
CVE-2023-4982,CWE-79
CVE-2023-49926,CWE-79
CVE-2023-50007,NVD-CWE-noinfo
CVE-2023-50008,NVD-CWE-noinfo
CVE-2023-50019,CWE-755
CVE-2023-50229,NVD-CWE-noinfo
CVE-2023-50230,NVD-CWE-noinfo
CVE-2023-50245,CWE-120
CVE-2023-50246,CWE-787
CVE-2023-50247,CWE-770
CVE-2023-50248,CWE-130
CVE-2023-50249,CWE-1333
CVE-2023-50251,CWE-674
CVE-2023-50252,CWE-15
CVE-2023-50252,CWE-502
CVE-2023-50254,CWE-22
CVE-2023-50255,CWE-22
